Start,End,Duration_Days,Peak_Prob,Event
1986-07-16,1986-07-25,8,1.0,
1986-08-13,1986-08-19,5,1.0,
1986-09-29,1986-10-06,6,0.9999,
1988-01-27,1988-02-02,5,1.0,
1988-06-27,1988-07-07,7,1.0,
1988-07-20,1988-07-28,7,1.0,
1990-07-13,1990-07-19,5,1.0,
1993-03-15,1993-03-19,5,1.0,
1999-06-25,1999-07-12,10,1.0,
2000-03-30,2000-04-05,5,0.9852,
2002-01-18,2002-01-30,7,0.9866,
2002-04-25,2002-05-03,7,1.0,
2006-01-20,2006-01-26,5,1.0,
2011-06-24,2011-07-01,6,0.9969,
2020-04-29,2020-05-05,5,0.9999,
