Date,Corn,Soybean,Wheat,Cotton,Coffee,Oats,Sugar,Soybean_Oil,Lumber
1987-07-02,-0.012521077332297674,0.003988187801791419,0.02479378103578386,0.0025588103653363626,0.005342005072299652,-0.0006231480371934159,0.0019358716636202226,0.005820333821280201,0.01007714588071521
1987-07-06,-0.021834555315410464,0.007903204076172607,0.01930434274593966,-0.00886862117739707,0.005035191776503364,0.01913056082077205,0.0034553081196794077,-0.0018247456709299175,0.01418475315705177
1987-07-07,0.026214171372537363,0.012072025231404807,-0.01389010274070189,0.0022922107136802393,-0.027834177321994877,-0.0028812943481908815,-0.003907851950521257,0.003318954752375881,-0.0033140245593933867
1987-07-08,-0.03333904786300563,-0.010452899439116387,-0.0024303207931094216,0.002332786457568148,0.0030411406785695295,0.006631799194423283,0.002523598590321143,-0.006485595783835618,0.012291716691897592
1987-07-09,0.009263306519998264,0.010827280314937347,0.008313189001008444,-0.02335436222208936,0.00595074878476545,-0.0011476901511434808,0.003786070459352073,-0.008576027114262712,-0.005259877235879908
1987-07-10,-0.0021212446965905357,-0.005116941760969177,-0.00402307897437269,0.024554997541167804,0.002962873382660866,0.016946368180674225,-0.0013710959953768874,-0.012763114631578178,0.0018862033853750894
1987-07-13,-0.007246435854265383,-0.0031905107638627098,0.013798765023719049,-0.01386310086436474,0.0009876190978091426,0.004578239380811433,0.002003265471673089,-0.010677971038897683,-0.0015696987340006758
1987-07-14,-0.007806926049993476,0.0075397903196695315,0.00515151455871193,-0.0005311100094346046,0.006588495368407603,0.008713589165062641,-0.018301237094089144,0.011324845121059409,-0.019269756071349328
1987-07-15,0.01726253224853012,-0.0035559329219259405,0.009398609811870785,0.01830099113884895,-0.00034725560969281477,0.011700014847945747,-0.05919695108384743,-0.013373128254578424,-0.011115531919730583
1987-07-16,0.003614653406193818,-0.01299186938628975,-0.0036795795452017254,0.005012993523871535,0.004405862218361779,0.001681225381781172,-0.018290068272961493,-0.0022324306594715205,0.007269902531375515
1987-07-17,0.010244465870881816,-0.0020695433627041116,-0.027344601597938716,-0.006065864900020441,0.002051488950696093,-0.02364622450860357,0.01739501520884437,-0.014792871843699689,0.013308907131880108
1987-07-20,0.02005801040115008,0.014587439708852384,0.0015524886511472918,-0.012082477790314038,-0.001861732825594451,-0.004819743676281797,0.0002958846637233,0.020421963912925143,0.008829900121628027
1987-07-21,-0.01202599338778249,-0.001876450453342884,-0.006936245405750826,0.016866287288258838,-0.004507404969913009,-0.005005952219300786,-0.03787023941589876,-0.005239543736535785,-0.007710288882767091
1987-07-22,0.013220390599278074,-0.009257457209355585,0.01766824879182552,-0.0064260463446657295,0.0013307717240872733,-0.017039792829503284,0.011186550301300098,-0.007504527060887932,-0.006810991064963876
1987-07-23,-0.001786864405371711,0.014622988664377341,-0.008505172320749805,0.004114983507533848,-0.004105878868479287,0.02310285378262873,-0.05118387219069371,0.0034011985562247948,-0.0010105978944959107
1987-07-24,-0.0070822908798864655,0.005628402737413043,-0.008723863574697814,0.01077495255332208,-0.004073015981008514,0.006021478750595737,0.007768718412411988,0.007553353082714822,-0.0062622138804735005
1987-07-27,-0.01264000729915991,0.012445191711422181,0.006380258560285043,-0.0034935866138310233,0.0012970532296716487,0.011107392161911792,0.013651676737285198,0.0007109223858421032,-0.000969427588642663
1987-07-28,0.020927755691167872,-0.00032349654480308323,-0.009014721958026918,-0.0006125884818940696,0.010099545950941704,0.050123796245740725,-0.039953991596971265,0.005026279527829189,0.0019738387314030877
1987-07-29,-0.026747281849911715,-0.0081094007423903,0.004183066333708905,0.009756507047579112,0.0038375500906248105,0.017613629743294786,0.012802056154871917,-0.010819476351499513,-0.004634040343864676
1987-07-30,-0.003599049152665006,-0.009235291433946876,-0.007317131803081418,0.008096490866230054,0.0025958962267443953,-0.003963476553070367,0.010856799181152099,0.009381120399927253,-0.0006846767115856868
1987-07-31,0.001029944696866199,-0.005454578193952005,0.015195536735084522,-0.0036670951851844186,0.0010188748479443702,0.012760648107761929,-0.016390321857297215,0.021464234525184766,0.016644738549413864
1987-08-03,-0.026843387565118903,-0.01745364667020361,0.010292486822758525,-0.003336511316933481,0.006382009130335921,0.0014332145662787176,0.015285992912476287,0.01874292896077099,0.0017923980307054117
1987-08-04,-0.03203044958331901,0.013036623597892729,0.009591124646026896,-0.01548022930734638,-0.004013341892195418,0.004575389201899918,0.01669396332210526,-0.014845814219022768,0.004432217525457602
1987-08-05,-0.00775750036980255,-0.002981505180842406,0.00045691656038626596,0.004020207924840622,-0.0006954883272521533,-0.0307524624292021,-0.004827623485522746,0.014059557173565641,0.025257159159327778
1987-08-06,-0.013785248243142197,0.004979774807126599,-0.00267957909215639,-0.0035755824834583115,-0.01863070606025413,-0.0011757607456782898,0.023095806789210402,-0.0016418200456354594,-0.004792926526701689
1987-08-07,0.00617530435463165,0.006184166379201452,0.0027322820756678088,-0.020227851526262327,-0.0002895868782835698,-0.0062405789711265595,0.010606406748654491,-0.02202374004786488,0.01456968923827107
1987-08-10,0.008147784627867577,-0.0012065894510577967,0.025735646141328998,-0.01834176166961119,-0.017743288888781197,0.024823108725464768,0.01884048492233275,5.4245947235921936e-05,-0.00584933166914715
1987-08-11,-0.012361981514380201,4.5140114053129725e-05,0.004463235278343008,-0.0017738578462262542,0.00765970154953287,-0.01294309565263934,-0.00782925960140685,0.020487615732331058,-0.007654961137217388
1987-08-12,0.003592437377126832,-0.008935649314584444,0.01125657136398546,0.025647795463862914,0.00025919079273011345,0.02646943541629245,-0.02758933597693032,-0.02602770370957916,0.023278170211197078
1987-08-13,0.003785449106721156,-0.012074387354243772,-0.019138956179850633,0.0239858777016424,0.0017896272268253244,0.01163471310085711,0.023798109675324933,-0.010681007159713696,-0.004211228880919456
1987-08-14,0.01615463199064358,-0.0035628012898225392,0.009391568256146628,-0.007724911812021879,0.00021372416547371556,-0.006087077943919196,-0.01378956413695712,-0.002106367090505135,0.018056201044884
1987-08-17,-0.02803980982735472,-0.0003903157498571525,0.011815509564265565,0.007141478087039818,-0.003073137895310066,0.0016379828299984607,0.0011078519590680385,0.016015357955636494,0.02582558059740815
1987-08-18,0.0026139295570855887,-0.00855939959437467,0.005469020473511107,-0.0039699808072170715,0.0006504070103420285,-0.005539071747054664,0.014168899550951145,-0.01124397644268299,-0.00027899158028284275
1987-08-19,0.02051660276762556,-0.003419800813087976,0.007025816837492848,0.004290502279255844,0.002167785798001041,0.008182995975577676,-0.029645393551048595,0.0026710118497866083,0.003951071215627626
1987-08-20,0.0015408990564944013,0.005214286742231208,-0.006641424479532571,-0.025288832159228208,0.0027276466134850616,0.01031057173228501,-0.005464797956705944,0.022716625812500293,0.01882519476673693
1987-08-21,-0.018286491407879468,0.004554041985456391,0.014690387712796998,-0.008083544573794212,0.002184350297432409,-0.004839370077264791,0.002173877738405993,-0.003814908213922663,0.023785592984853856
1987-08-24,0.012097813691164324,0.0006397711130367977,0.006874412263154745,-0.013372278211255518,-0.0013349393598117627,0.007130888300852903,-0.026182281126567557,0.009672499749516544,-0.020187595308215886
1987-08-25,0.002084236182606525,0.008350721285954328,0.011841801191531293,-0.01356050992894006,0.0033989904720945967,-0.004426004994703654,-0.036454123807843235,0.011570446639965757,0.01488066884046138
1987-08-26,0.008924411284855986,-0.014117658737043782,0.012337794039184929,0.02293235171193245,0.0015686059808608399,0.011524449724448174,-0.016051146133461206,-0.002729085833139912,-0.029989348227412147
1987-08-27,-0.011382520307782699,-0.0038343194665219145,0.01042013603348489,-0.0031507194543429463,0.002155071420631266,-0.014010843596336343,0.020288912632712777,-0.0032931742026234582,-0.019246826902203227
1987-08-28,0.004187852248018691,-0.015977521347161225,0.01643886933535294,-0.02437624964125021,-0.0042880975868901435,0.004293962840542052,0.021891199833583813,-7.996559044179657e-05,0.003404668933414552
1987-08-31,0.011070845913814641,-0.011438669939727864,0.006503947563252703,-0.017780362129070172,0.025298039797310906,-0.004543336769890149,-0.003606256110666616,-0.005721656152607933,-0.003288283392710201
1987-09-01,-0.021416253293584323,-0.007510577880369339,0.012442317779932337,0.004989647965188424,-0.003509826276382691,0.018425824518525813,0.03338675588465354,-0.01167026416360184,-0.017885517942738967
1987-09-02,-0.0028944603960129657,0.011608597389945598,0.004800994213067299,-0.020906949015440133,0.0015677231490673791,-0.002472011443010381,0.011945104884439818,0.0094313231108208,-0.021919663618990132
1987-09-03,-0.0033932207788026237,0.00680138308165449,-0.020195622802643275,0.004093465948460234,-0.0008705098118483749,0.01190095940654113,-0.013499651339864019,0.0026457926992024708,-0.0016087891841599952
1987-09-04,0.006636224326110162,0.004127002759078592,0.002569313719754545,0.0008283420229093596,-0.0027463641678132193,0.01174811085855261,-0.018273332768911788,0.004095735977796221,0.011680600303280476
1987-09-08,0.008823570870333074,0.00382654648296361,0.024672006776771147,-0.02608406903819337,-0.0031597494667376714,-0.006100709785518365,0.0204881237603436,-0.002754429611257195,-0.016603072247284995
1987-09-09,0.02784620652866039,0.0054337066764048245,0.009717882932691843,-0.022778611735393587,-0.0007408731118640731,0.0018150406651092302,-0.046780792955098106,0.007536967600584714,0.024469098784694377
1987-09-10,-0.013275519414262171,-0.0031638068556423017,-0.00517014918251635,-0.005151641769657199,0.0014456234390852227,-0.007191578244619948,0.11976646906336315,-0.016491122413360794,-0.010341225414141689
1987-09-11,-0.011794872691386044,0.006214775779265616,-0.010832262336222854,0.02682088300356073,0.004030926960515071,-0.0012250896758870071,-0.029980470214064678,-0.0015456356659265518,-0.004174910435179947
1987-09-14,0.031156241153109318,-0.001982562259935041,0.01591829191384671,-0.016296142966589603,0.0005704255923799917,-0.007664432709697277,-0.008298212320791759,0.0016625726398975605,-0.014346281120869584
1987-09-15,0.0077537717941517925,-0.010521381443491323,-0.00917609549785118,-0.006240882087057476,-0.0018404355979065711,0.0038886890746412913,0.008915571639924428,7.066213869838327e-05,0.017197437598903447
1987-09-16,0.010646565586215174,-0.0118530712931565,-0.0014670539948736985,0.02645495998001792,-0.00043172038742167663,-0.0016385936289261133,0.017717082266029985,-0.00718164720704185,-0.011800099055341025
1987-09-17,-0.0007504465845389399,0.0012178959422793879,-0.012611283565038477,-0.02428821045502595,0.0008999604479467237,0.0011442533720357,0.027418450588428494,0.023103131551476204,0.003574247404595209
1987-09-18,-0.01489161779067016,-0.006493614171628551,0.01647468108600003,0.005683006692895355,0.00028247129451010707,-0.00597335004538242,0.025960496207709554,-0.009873641009373848,-0.0080799495969415
1987-09-21,-0.018435718967171826,0.0032696195893833413,0.002210521306429473,-0.007957199581983196,-0.002070135175315354,0.0056126156498026315,0.008011895502701842,0.009161043492930777,-0.005991138197271035
1987-09-22,0.003520116275695085,0.008007526985612324,0.003975887028796941,-0.020316166135579464,-0.0035610039932612424,0.003463303518099006,-0.010349586262662904,0.01686751563610505,-0.01447535937002051
1987-09-23,-0.002172910639003763,0.00222050598507313,-0.012602982609606687,0.02389392621975182,0.00035799618000582575,-0.03605770315913478,-0.026950677378873064,0.0025708144496043197,0.00834770714336244
1987-09-24,-0.004410688021986446,-0.00419878465353417,0.007182015279484723,-0.00918054793130865,-9.894429083336324e-05,-0.011328533761728765,-0.008099413998998745,0.012361742075419374,0.0008542210830810902
1987-09-25,0.005916143330339751,-0.0068809632204388255,0.0113249004458718,-0.015432811861677912,0.001395325103171297,7.776653968575964e-05,0.012476459371810014,0.0149836959471492,-0.013127365735422343
1987-09-28,0.028249068297728643,0.0025715432591075266,0.0011498019281483553,-0.03297251827030459,0.0021887852448344734,-0.0037781124579042633,0.01968529650693207,0.009428625813857994,0.006716152194012631
1987-09-29,0.02955853465999811,-0.0034771484217728157,0.0020971148858001656,-0.009193585897854217,-0.00013347974521805687,0.015875833414090088,0.02396403848055887,-0.01614405756357482,-0.00781137008538185
1987-09-30,0.003883973487104059,0.008643353893661731,-0.002676779054226774,0.0064646682351425745,-0.009909068846016817,-0.00504480344659671,-0.03418744611549449,-0.006791714954002112,0.0011052439425858378
1987-10-01,0.01869618243610091,0.00046857357052128117,0.032660112171492776,-0.014938818501773107,0.0031434279621153512,0.0003696487374941042,0.0007252353837330951,0.0006623648093890197,0.001988818502317204
1987-10-02,-0.0051473291655781935,-0.011122166712583061,-0.0031970470129131013,0.005260763646708521,0.020324182438201447,0.030869027676923583,0.012624130578605388,-0.0012743460591022968,0.015441300477986237
1987-10-05,-0.005849344715528653,-0.002020778019455601,-0.012665517157210383,-0.011091831979519608,0.030561038679272807,0.02400151920749643,0.011365421648654266,-0.001453592811330063,0.004624153340659972
1987-10-06,-0.021578450058855655,-0.011805227980024199,-0.008509225988081442,-0.0002771618058299702,0.024542350074487497,0.01463913131608324,0.03940815388916387,-0.004393363772405047,-0.014922014273550707
1987-10-07,-0.02261420866266995,0.004734156264939135,0.0006156768722818222,0.0017320348433744566,-0.0018967326729107399,-0.002521524953071722,0.010962879517001665,0.029384241569447467,-0.0023796919854373443
1987-10-08,0.012592342811570317,0.0035799703944190708,-0.006408545683318388,-0.002290446009015636,-0.0038841772894373868,-0.018559894101633268,-0.019995029092706923,-0.002159593900703592,-0.008916908067411812
1987-10-09,-0.016520980550481706,-0.009467841357997773,0.016760338151938267,0.0008916837222981497,0.016604179536680516,0.000972735494537466,-0.0023591179904427825,-0.0023361119210045995,-0.0032754684122813602
1987-10-12,0.006544027910329141,-0.003680155298386306,0.007388822314520002,-0.028080169808422432,-0.0016732196903388944,0.004055893704290258,0.02589411491743325,6.928442901942781e-05,0.002656657431850321
1987-10-13,0.023516896502423036,-0.008856651549431927,0.00661609473920613,-0.008050861414695295,0.013069084269943838,-0.004772297034804016,-0.0008339238069494299,0.006978651343455183,-0.009355132766968121
1987-10-14,0.0028951643614298344,-0.002751063113896928,-0.002474959818524844,0.010130372778439749,-0.007269773732980189,-0.002953878977642188,-0.014484986976777709,0.013674527944766935,0.017910552830084015
1987-10-15,-5.7685238532807764e-05,-0.00830629890173764,0.008510190327042186,-0.0026055274619034524,0.004373053167508894,0.049257183787332806,-0.009948124253096002,-0.004344699043510008,0.016704655514330365
1987-10-16,0.004670873537840032,0.006897216749137733,-0.012560934857060337,-0.013507761819681703,-0.009499610302627639,0.008186340097254316,0.0029247086415291473,0.011064960833086043,0.016304870270088447
1987-10-19,0.002805811439484121,-0.004321498448299606,-0.007786481208519245,-0.000982858057684409,-0.007967466194280516,0.007729647644684855,-0.016501424268218906,0.0039313123458319995,0.014156843598858364
1987-10-20,0.07649791638841044,0.018436991055149853,0.0028921436899453186,-0.015623605958402823,0.0031604818081627526,-0.024635927610043996,-0.04952243137991615,-0.03113883124259153,-0.029392866492300246
1987-10-21,-0.018957192553912643,-0.028077162544303647,0.0029658926499039964,0.010282743432598706,0.0022014917232770752,0.003560293631057509,0.07198226108691361,0.010719931909556491,-0.003158552428026616
1987-10-22,-0.0016327048081331342,0.014205093673786093,0.0025080082398971316,-0.012739363928677116,-0.001847822327970326,0.020822904930600176,0.00511759235452133,0.008605884670352558,0.013789518526305288
1987-10-23,-0.008071725814164814,0.0045324712872634254,-0.0032754225220491574,-0.015636779410299863,-0.0009851849024007271,-0.02813242518069541,0.019431071602054505,-0.004913208345720618,0.027558708080179874
1987-10-26,0.01914946810633344,-0.0018692810063562638,0.01199616910231743,0.01136910842310329,-0.001910648201001157,-0.0427256230371154,-0.007068936707163815,-0.018598613476155754,-0.010331203511288136
1987-10-27,0.009010783856290953,0.008057754643430835,-0.0015874884975139543,-0.02370798054335401,-0.00017478596660598137,-0.01765887685077667,0.0014828123566407482,0.006234163553225582,-0.010283125262230984
1987-10-28,-0.011117407437173061,-0.00496919900382868,-0.005052807501237256,0.016765426261278617,-0.000492925096384389,0.0016397959692536004,0.005114463637544736,-0.01624641952696483,0.005635859303610954
1987-10-29,-0.014261797595413423,-0.00655826934988879,0.001717528777459705,0.003988804053452866,0.027937288263779933,-0.000717979416877181,-0.014461247450454183,0.0014595645609349964,-0.01563835642644557
1987-10-30,-0.022882993631836893,-0.014859724342836672,-0.0009148329982043603,0.02879525263740996,0.0434731418286396,-0.019366279932462076,0.0077933640420134705,-0.011346677747323806,-0.00178243270265829
1987-11-02,-0.011120640174990992,-0.002027511240496914,-0.032308963220701564,0.024518593722145907,0.0148745907388065,-0.0018880442064847847,-0.008426736694699155,-0.00991021304818392,-0.00037777245246985495
1987-11-03,0.014722729322295644,0.006835788809305569,-0.010246940373127917,-0.028542218678305618,6.3642967367220145e-06,0.028730846867386747,-0.013680760510405326,0.008970001414749436,-0.011558970023669934
1987-11-04,-0.002195895898376337,0.005892664792524822,0.006636646966627144,0.013344526703189401,-0.0011331559583183158,0.010549738778809534,-0.024283584799221835,0.0025393115415614023,0.0031312495438041796
1987-11-05,0.0026566613909166543,0.0005129273307105109,-0.00465316087183775,-0.0022306893167437962,0.004419363073272596,-0.044479851020296876,0.038461816579341654,-0.0011094189822934385,0.002824913182925304
1987-11-06,-0.012314614086895732,0.015429914742076587,-0.01575081966248462,-0.0002624944187178996,-0.0005759261940931159,0.049558123461762145,-0.01667800829701246,0.01684513688149249,0.009537332396671271
1987-11-09,0.006207993246082488,-0.005416592942274447,0.010932256783105023,0.008123638400725443,-0.0012442063415189094,-0.004193434849330956,0.024854749355012893,-0.025597705468306836,0.004489085646888702
1987-11-10,0.013659342276574678,0.007723065958687988,0.013850795709931593,-0.027716257464547728,-0.00021818996945070464,0.0035660104180116298,0.002446183762544192,-0.002099561984856549,0.006380387853190556
1987-11-11,-0.0038100849772089093,-0.004073932884203351,-0.0015610070823637208,0.002259721048317057,0.00030832638326750003,0.0007721125555129508,0.01278555432653612,0.008663228926645094,0.011449740965908603
1987-11-12,-0.012340801818398405,-0.004393081104674397,0.007086753861616312,0.02806767756909577,0.0002691847983822211,0.012228044250243618,-0.0016691155905733442,0.0009603601975021027,-0.006484882480965214
1987-11-13,0.0026597140867379706,0.007634185702125062,-0.015604965483325068,0.03148422920451135,-0.0001223002686384991,-0.0071011328956415605,-0.007219078446695239,-0.01381976735056627,-0.01112138927151742
1987-11-16,0.007977134156349408,-0.011203281486267038,0.019954450246832674,-0.0007819505994699801,0.009539493555322664,0.0038575279325891573,-0.006563764030315382,-0.001994989015827963,0.003849744863081167
1987-11-17,0.0071451911304842575,0.002191383513753087,0.024091998612268115,0.012938654717167195,-0.0013847120065539874,0.009389739232351202,-0.012999117023656965,-0.012092958467519331,0.0035780078492691127
1987-11-18,-0.002259464189621757,-0.008631824985797907,0.013413156495189956,-0.012411551905532829,-0.001500051159002331,0.014710318338019805,0.02488811758579462,-0.01086600465500838,-0.027044641244445153
1987-11-19,0.010665909545087131,0.01925133858585459,0.005398054807323825,-0.01599463417212653,-0.0001300049357493882,-0.0049900781696653185,-0.0118383137988851,-0.007563818599330172,0.00794583092244009
1987-11-20,-0.0011906016829388447,0.007705874096312744,0.011018087282401829,-0.02143805959254377,-0.0008744650657892803,0.011607324812000705,0.005663621081127447,0.010219849204296565,0.003323947659740067
1987-11-23,-0.009590081089712767,0.004544420605888496,0.012519841206556255,0.016528770116796695,-0.0010456013310285372,-0.009792307557197956,-0.018155982765154455,-0.004218463691756695,0.010054145502521266
1987-11-24,-0.0088829799235513,0.002694350371216049,0.0024376579435918446,0.021855091252972532,0.0080251319890318,-0.006808001243100064,0.004624723290274129,0.005108395211831656,0.024152793831728935
1987-11-25,0.005133433349235059,-0.003301116606248722,-0.01586379130905801,0.0015603452023444987,-0.0002819746683838669,0.0049541572912692525,0.0292116673458503,0.008567589363124427,0.02476227223041118
1987-11-30,0.0036722278503164155,0.0007171463694250219,0.02258036648668182,-0.018059839000747844,-0.0012100657043766698,0.013385442680652155,-0.005223130042051205,-0.01320819960578745,-0.014149945960636588
1987-12-01,-0.0036328556832834276,0.015279119354138717,0.00882671460019009,-0.03074481828566734,0.0011745414150723277,-0.01688987713070304,0.035130000515604436,0.024148459425758138,0.0060174010733674045
1987-12-02,-0.000823835624218114,-0.016925532259822126,-0.0045611589944941,0.0059545172330490665,-0.0009970264682015813,-0.005753841617826062,-0.002401970801512385,-0.008850132485457811,-0.003512756188408774
1987-12-03,0.02251516060283426,0.012692110060247284,-0.0004815829534107062,-0.024148047122682245,0.0006678229222905126,-0.017023092894037594,-0.0162170271296319,-0.008254372126782072,0.005328625494643161
1987-12-04,-0.0076994039643335285,-0.015116568547033393,0.006609068836408424,-0.016881524627651655,-0.0007596215700613826,-0.006804610936433228,0.002418877612139284,0.004631020444489123,0.027256886121180043
1987-12-07,0.0025702748003343075,-0.003003303626983325,-0.0007869506554699245,-0.0011305077159927807,-0.0006822768140066402,-0.015812835048357683,0.01475916234651156,0.015825161809761516,-0.009306791223509477
1987-12-08,-0.007922015613439349,-0.0025021007146500403,-0.009268084675666248,0.008661348177224467,-0.002294261768691445,0.004788825958078594,-0.020932147261813108,0.009667211213587766,0.0008406312325681359
1987-12-09,0.008276160354203154,0.002306807621053548,-0.008117599304716838,0.008807434910006014,-0.00092484421317231,-0.005057009070481841,0.001859241077152531,-0.01193936110364736,0.01129907517816934
1987-12-10,-0.0014961879443345799,0.01312043882555951,-0.0067402952960386765,-0.014308659541898,-0.0023892420532670177,-0.002206336557997453,0.0014549700150249464,0.006186119397713081,-0.010299182858783716
1987-12-11,0.003062207206667198,-0.01296689723152389,0.011870241647683178,-0.007931722781466921,-0.0015147143737035324,-0.005648614744824658,-0.011946301528891385,-0.0038388122338916786,0.008323978554843736
1987-12-14,0.0024234266039931387,-0.0017474165805795566,0.01492356324484546,-0.03213055378707596,-0.0015571125072259796,0.005152510320263997,-0.0008853576377125011,0.01331815765602415,0.01661891837003581
1987-12-15,0.009368845601409223,-0.01704643665521384,0.002711346511756456,0.014124441363308631,-0.008308232455396414,-0.007894711195849495,0.022219433130756746,0.0029883123221150863,-0.02105313165355288
1987-12-16,-0.04173057664397778,-0.0006009141160280254,-0.014249533780512741,0.027265487812601394,-0.0010082779358744733,0.01832137394828613,-0.0017535479094710413,0.0008405853337656772,-0.0014324235164458934
1987-12-17,-0.017808688904488466,-0.0006735226917818915,0.0006818009192326811,0.03435976003457633,-0.00028975213411068783,-0.005555791274641061,0.05139924477394252,-0.01136795948836491,0.02678989086034828
1987-12-18,-0.0011397921016136393,0.003902168257897007,0.018159627495694913,-0.007924773436155774,0.0005259424505243347,-0.011221133359305484,0.004111837817996279,0.02287236196866498,0.0048095011641589415
1987-12-21,-0.0018421993385157715,0.011455314399530313,-0.005768724217296956,0.007812645049097124,-0.00046454797441534376,-4.132659992302053e-05,-0.004553181246940994,0.016494936178053293,-0.014482125535218729
1987-12-22,0.00037183795302647184,-0.00023972687085716936,-0.011746104456230512,-0.004161611820869596,-0.0011666430494578464,-0.003705649838844083,3.0986598500448194e-06,-0.005540589009266112,-0.008615672175361582
1987-12-23,-0.011857318273313669,0.0028152054429034443,-0.011692882006395174,0.028291217755334275,-0.0004947679675022172,-0.003686899324615891,0.024528534375233755,0.019659967301556846,0.009816618758696247
1987-12-24,-0.005238902994246247,-0.006696732394349582,-0.005043524446026875,0.01941992852134671,-0.0012807010974326075,-0.07607727987008482,0.044783485425831375,-0.0052489690343086644,-0.005713804361478041
1987-12-29,-0.005612846109518049,0.02013908268290552,0.0013660655821576518,-0.01584752367230036,-0.0013335612677534664,-0.005511665685038767,-0.003257686587896845,-0.0092026804161988,0.0036348887985687087
1987-12-30,-0.00959532439745718,0.007801477555620135,-0.001107723789828762,-0.01316045785989172,-0.009833608411702457,0.005618126620958019,-0.004804888556496067,0.023129305345164157,-0.001296959414151511
1987-12-31,0.003460699387643222,-0.0012351398868377388,0.0009170624829846389,-0.005996427860921399,-0.0023586475068962686,-0.001998849600660696,-0.004227414636894206,-0.004460872905237382,-0.012249615365861973
1988-01-05,0.0015475553734655449,-0.0018465035369323955,0.013122163707219173,-0.009234020650939583,0.001177697531103726,0.0014957812233737273,0.0026619980846810457,0.019440907664831187,-0.009063685496820042
1988-01-06,0.013339400461477408,0.014163844486115313,0.020364033542173504,0.010147435750624934,0.007799925035257776,-0.0005499367919639483,-0.025241064792590234,0.01654523700408174,-0.009301913594506217
1988-01-07,0.009439148529798772,-0.01346373910439741,-0.002444644529040941,-0.01012319419401698,-0.0011271535797820465,0.009207180124244266,-0.00034261539769804344,0.010192221037579628,0.00017348631866347672
1988-01-08,0.0022053101560898804,0.004970692111511761,-0.011808713448079208,0.013213645262098936,-0.0003698234986363352,-2.698208268345204e-06,0.01767415553697888,0.010314623220049826,-0.017992798186939024
1988-01-11,0.02190691061143163,-0.011253030362204534,-0.000797087373125904,-0.007510062545132944,-0.009727916224286674,0.0031564695572398687,-0.008541746329875723,-0.008715470797410883,-0.017319495891415727
1988-01-12,-0.00014715835225466954,-0.007231832048385655,-0.00310273126764086,-0.018850392747319,-0.0009175742401097228,4.780307024480771e-05,-0.019383122057339188,-0.008814534834039319,0.00977559414542089
1988-01-13,0.004811660772731412,0.005647785098194566,-0.011766541695447276,0.032253739431973814,-0.0017116608470614607,0.004042117914258266,-0.022325132818382925,0.028060294674767082,0.0028523100389169355
1988-01-14,-0.008383395253118616,0.0009725546903006263,0.00393204859450914,-0.011347767919421419,-0.0016767447291607819,0.023209082410375673,0.0192457977195323,0.0021519017095614473,-0.003922464870126921
1988-01-15,0.005984734390802318,0.00635350039823481,-0.027609902928439522,0.0018541039637935425,-0.0004780794602814126,0.0057735271366722435,0.038887460232097104,0.007300975796616541,0.0029893081055353586
1988-01-18,0.016969552554319433,0.00046252995621281123,-0.011935675461897985,-0.011250627299380735,-0.0019638064720275197,-0.005530461395034166,-0.00953893187529032,0.008735973008135393,0.000521100053000005
1988-01-19,-0.005804328832956807,-0.002225753224398495,-0.0007767614902103599,0.010986644020046541,0.006871882021619894,-0.011599906649755739,0.03307022524078671,-0.030890046008094137,-0.007168382205733229
1988-01-20,0.004388564493981521,-0.00039567484099557564,-0.0015280571488101463,-0.016513664137468406,-0.0014915607127529284,0.01751517164408046,0.015649116030968635,-0.005409981726051433,-0.014673372057946471
1988-01-21,-0.011498217792471052,0.0009692655516262399,-0.0010576965913228534,0.020490399175670387,-0.0014805807772881041,-0.0022980314843786963,-0.004591922080200124,0.002475004461695675,0.005447753849750681
1988-01-22,0.005202971770040117,0.011707467584162546,-0.014285622933366365,0.0039494322639067846,0.006786780906131516,0.0014487445786578587,-0.0018181737408147602,-0.008588739045736909,0.002015869566460883
1988-01-25,0.0023605078942377667,-0.008439062871821857,0.0032089012928892095,-0.018418440893119923,-0.0017134249753081466,0.0007955886873064529,0.050891176699208666,0.005090579367757729,0.0012132517394407311
1988-01-26,0.013378512861492189,-0.01317330158657836,0.02570840028603268,-0.029256578786965474,-0.001073316824538328,-0.009707586603873882,-0.004373853050993709,-0.028692495839796363,0.011600436183216566
1988-01-27,0.0012981826564524416,-0.01135295875414155,-0.007814478299650719,0.015059012077677921,-0.0013317325495557659,0.0031014873492809514,-0.026682514972877394,-0.009412764344289,0.02515072168736411
1988-01-28,-0.02070799975254977,-0.0018989822348891485,-0.014113853810626542,-0.013572240190364302,0.006486949155430756,-0.004578812534067133,-0.04173907729945481,0.0016685452850339014,0.02280410559880348
1988-01-29,-0.011540181085109544,0.009814045448427582,0.003983159059553119,0.007010027122420147,-0.0012204369074911361,-0.0014435161541995543,-0.01295719671942486,-0.01533385398315371,-0.011001025014454387
1988-02-01,0.010501843891122275,0.0020821243393936736,0.00877034057046473,0.01496293676088796,-0.0008030895015525055,0.007012637076072274,-0.07753257055878017,0.0033846280037877342,0.0037319683260425575
1988-02-02,0.009115294899608706,-0.008029233439262885,-0.00015529246000233008,0.006482157621843041,0.006067148563887994,-0.018937847304601928,-0.0624783809426013,-0.05277711143769297,-0.00520632115756735
1988-02-03,-0.0006291906346199885,0.009079238738767403,-0.0019133198818884261,-0.003331561751446485,0.006718071424831575,-0.011614352778304273,0.0161194104709795,-0.002349024892792434,0.02444726749657558
